RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes
v3.1,DEP-03-07-001,PKG-03,DEL-03-07,Harness API Baseline in Frontend Runtime,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,SOW-045,SOW-045 Implement baseline harness API routes,execution/_Decomposition/ChiralityApp_SoftwareDecomposition_2026-02-21_G7-APPROVED.md,DEL-03-07 implements SOW-045: Implement baseline harness API routes in frontend/ for session CRUD and turn execution with typed failure contracts.,Datasheet.md,Identification > Scope Coverage,"SOW-045",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-22,2026-02-24,ACTIVE,FACT. SOW-045 explicitly listed as scope coverage in Datasheet and _CONTEXT.md.
v3.1,DEP-03-07-002,PKG-03,DEL-03-07,Harness API Baseline in Frontend Runtime,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-002,OBJ-002 Harness runtime correctness,execution/_Decomposition/ChiralityApp_SoftwareDecomposition_2026-02-21_G7-APPROVED.md,DEL-03-07 supports OBJ-002: Harness runtime correctness (sessions / turns / streaming).,Datasheet.md,Identification > Objectives,"OBJ-002",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-22,2026-02-24,ACTIVE,FACT. OBJ-002 explicitly listed in Datasheet Identification and decomposition SCA-001 entry.
v3.1,DEP-03-07-003,PKG-03,DEL-03-07,Harness API Baseline in Frontend Runtime,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-008,OBJ-008 Local frontend runtime baseline,execution/_Decomposition/ChiralityApp_SoftwareDecomposition_2026-02-21_G7-APPROVED.md,DEL-03-07 supports OBJ-008: Local frontend runtime baseline exists and is executable from this repository only.,Datasheet.md,Identification > Objectives,"OBJ-008",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-22,2026-02-24,ACTIVE,FACT. OBJ-008 explicitly listed in Datasheet Identification and decomposition SCA-001 entry.
v3.1,DEP-03-07-004,PKG-03,DEL-03-07,Harness API Baseline in Frontend Runtime,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-01,DEL-01-03,,Frontend Workspace Bootstrap & Packaging Baseline,,DEL-03-07 requires DEL-01-03 (frontend/ workspace with package manifest and build config) as prerequisite before route implementation can begin.,Procedure.md,Prerequisites > Required Before Starting,"frontend/ workspace must exist with package manifest TypeScript config Next.js App Router and development scripts",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-22,2026-02-24,ACTIVE,FACT. Explicit prerequisite table entry in Procedure.md. Also stated in Datasheet Conditions and Guidance C5. FE-1 -> FE-2 sequencing in docs/PLAN.md.
v3.1,DEP-03-07-005,PKG-03,DEL-03-07,Harness API Baseline in Frontend Runtime,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DOCUMENT,,,,SPEC Section 9.8,docs/SPEC.md,DEL-03-07 route contracts are governed by SPEC Section 9.8 harness turn input contract including opts mapping and attachment handling rules.,Specification.md,Requirements > REQ-06; Standards table,"docs/SPEC.md Section 9.8",EXPLICIT,TBD,TBD,SATISFIED,HIGH,EXTRACTED,2026-02-22,2026-02-24,ACTIVE,FACT. SPEC Section 9.8 cited as source for REQ-02 REQ-06 REQ-07 REQ-14 across Specification and Procedure. Enriched docs strengthen with Standards table citations (Section 9.7 and 9.8).
v3.1,DEP-03-07-006,PKG-03,DEL-03-07,Harness API Baseline in Frontend Runtime,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DOCUMENT,,,,Harness Architecture Graphs & Sequence,docs/harness/chirality_harness_graphs_and_sequence.md,DEL-03-07 route-to-module delegation and turn flow derive from the module dependency graph and sequence diagram.,Datasheet.md,References; Construction > Runtime Integration Points,"docs/harness/chirality_harness_graphs_and_sequence.md",EXPLICIT,TBD,TBD,SATISFIED,HIGH,EXTRACTED,2026-02-22,2026-02-24,ACTIVE,FACT. Module graph and sequence diagram are primary sources for route construction and runtime integration points. Enriched Datasheet adds Interrupt endpoint sourced from module graph.
v3.1,DEP-03-07-007,PKG-03,DEL-03-07,Harness API Baseline in Frontend Runtime,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DOCUMENT,,,,Harness Manual Validation,docs/harness/harness_manual_validation.md,DEL-03-07 routes must be compatible with validation script expectations (Section 8 matrix checks) including session CRUD and smoke stream ordering.,Guidance.md,Considerations > C4; Specification > Verification,"validation scripts exercise the harness API surface",EXPLICIT,TBD,TBD,SATISFIED,HIGH,EXTRACTED,2026-02-22,2026-02-24,ACTIVE,FACT. Validation script compatibility is an explicit consideration. Enriched Specification adds REQ-12 interrupt route sourced from Section 8 matrix.
v3.1,DEP-03-07-008,PKG-03,DEL-03-07,Harness API Baseline in Frontend Runtime,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DOCUMENT,,,,Harness CI Integration,docs/harness/harness_ci_integration.md,DEL-03-07 CI validation references harness-premerge workflow and summary artifact requirements.,Specification.md,Verification; Procedure > Step 8,"CI validation reference: .github/workflows/harness-premerge.yml",EXPLICIT,TBD,TBD,SATISFIED,MEDIUM,EXTRACTED,2026-02-22,2026-02-24,ACTIVE,FACT. CI integration doc referenced in Specification verification section and Procedure Step 8. Enriched Procedure Step 8.4 adds SDK test ID verification from CI doc Section 7.
v3.1,DEP-03-07-009,PKG-03,DEL-03-07,Harness API Baseline in Frontend Runtime,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-03,DEL-03-01,,Working Root Binding & Session Boot,execution/PKG-03_Harness_Runtime_Core/1_Working/DEL-03-01_Working_Root_Session_Boot/,DEL-03-07 route implementations must conform to session boot contracts defined in DEL-03-01 Specification (REQ-03 through REQ-11). DEL-03-01 is normative; DEL-03-07 is the implementation vehicle.,Guidance.md,Considerations > C1; Specification > REQ-01 enrichment note A-002,"route implementations should conform to the contracts defined in DEL-03-01 Specification",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-22,2026-02-24,ACTIVE,FACT. Explicit interface relationship stated in Guidance C1. Enriched Specification REQ-01 adds A-002 conflict note referencing DEL-03-01 REQ-03 as proposed authority. Datasheet References now lists both DEL-03-01 Specification and DEL-03-01 Datasheet as explicit reference documents.
v3.1,DEP-03-07-010,PKG-03,DEL-03-07,Harness API Baseline in Frontend Runtime,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DELIVERABLE,PKG-03,DEL-03-02,,Turn Execution API + SSE Streaming,,DEL-03-07 provides the HTTP route handler surface that DEL-03-02 turn execution and SSE streaming behavior operates through. DEL-03-02 owns streaming protocol internals.,Guidance.md,Considerations > C2; Specification > Excluded,"DEL-03-02 owns the turn execution and SSE streaming behavior in depth. DEL-03-07 implements the route handler",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-22,2026-02-24,ACTIVE,FACT. Explicit boundary stated in Guidance C2 and Specification Excluded section.
v3.1,DEP-03-07-011,PKG-03,DEL-03-07,Harness API Baseline in Frontend Runtime,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,ENABLES,DELIVERABLE,PKG-02,DEL-02-05,,Frontend Workflow Shell Baseline,,DEL-02-05 (FE-3 Workflow UI Shell) depends on DEL-03-07 (FE-2) route surface existing. The UI shell wires to harness API routes.,Guidance.md,Purpose,"prerequisite for the workflow UI shell (DEL-02-05 FE-3)",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-22,2026-02-24,ACTIVE,FACT. FE-2 -> FE-3 sequencing explicit in Guidance Purpose and docs/PLAN.md phased baseline plan.
v3.1,DEP-03-07-012,PKG-03,DEL-03-07,Harness API Baseline in Frontend Runtime,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,ENABLES,DELIVERABLE,PKG-07,DEL-07-03,,Frontend Validation & Runbook Baseline,,DEL-07-03 (FE-4 Validation Baseline) validates the routes implemented by DEL-03-07. Routes must exist before validation scripts can exercise them.,Guidance.md,Purpose,"prerequisite for ... validation baseline (DEL-07-03 FE-4)",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-22,2026-02-24,ACTIVE,FACT. FE-2 -> FE-4 sequencing explicit in Guidance Purpose and docs/PLAN.md phased baseline plan.
v3.1,DEP-03-07-013,PKG-03,DEL-03-07,Harness API Baseline in Frontend Runtime,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-03,DEL-03-05,,Anthropic Provider Integration & Key Provisioning Contract,,DEL-03-07 API routes delegate to AgentSdkManager which interfaces with the Anthropic Agent SDK. DEL-03-05 owns the provider integration; baseline may stub this dependency.,Specification.md,Excluded; Guidance > E-003 stub replacement table,"Anthropic provider integration and API key provisioning policy (covered by DEL-03-05)",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-22,2026-02-24,ACTIVE,FACT. Explicit exclusion/delegation in Specification Excluded section. Guidance E-003 lists IAgentSdkManager stub replacement from DEL-03-05. Datasheet Construction lists AgentSdkManager.
v3.1,DEP-03-07-014,PKG-03,DEL-03-07,Harness API Baseline in Frontend Runtime,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,ENABLES,DELIVERABLE,PKG-03,DEL-03-01,,Working Root Binding & Session Boot,,DEL-03-07 API route surface must exist for DEL-03-01 session boot to function in the frontend runtime. Pre-tier gate: Tier 2 work including DEL-03-01 blocked until DEL-03-07 reaches IN_PROGRESS.,Guidance.md,Considerations > C5; Decomposition SCA-001 execution gating rule,"Tier-2 code-bearing work that depends on frontend paths (including DEL-03-01) remains blocked until DEL-03-07",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-22,2026-02-24,ACTIVE,FACT. Explicit execution gating rule from SCA-001 cited in Guidance C5 and decomposition amendment.
v3.1,DEP-03-07-015,PKG-03,DEL-03-07,Harness API Baseline in Frontend Runtime,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-04,DEL-04-01,,Server-side Attachment Resolver + Prompt Mode Selection,execution/PKG-04_Attachments_Multimodal_Turns/1_Working/DEL-04-01_Server_Side_Attachment_Resolver/,DEL-03-07 turn route handler delegates attachment resolution to IAttachmentResolver interface owned by DEL-04-01. Baseline may stub this dependency; stub replacement path defined in Guidance E-003.,Specification.md,Excluded; Guidance > E-003 stub replacement table; Procedure > Step 5,"Server-side attachment resolver validation rules and prompt-mode selection internals (covered by DEL-04-01)",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-22,2026-02-24,ACTIVE,FACT. Explicit exclusion/delegation in Specification Excluded section. Guidance E-003 lists IAttachmentResolver stub from DEL-04-01. Procedure Step 5.3 uses IAttachmentResolver.resolveAttachmentsToContentBlocks(). Datasheet Construction lists AttachmentResolver module.
v3.1,DEP-03-07-016,PKG-03,DEL-03-07,Harness API Baseline in Frontend Runtime,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-03,DEL-03-03,,Turn Options Mapping & Fallback Chains,,DEL-03-07 routes accept opts and apply runtime option mapping per REQ-14. The internal fallback chain logic is owned by DEL-03-03; DEL-03-07 implements the route-level contract surface for opts acceptance.,Specification.md,Excluded; Requirements > REQ-14,"Turn options mapping and fallback chain internals beyond the route-level acceptance of opts (covered by DEL-03-03)",EXPLICIT,TBD,TBD,TBD,MEDIUM,EXTRACTED,2026-02-22,2026-02-24,ACTIVE,FACT. Explicit exclusion in Specification Excluded section. REQ-14 defines route-level opts acceptance with fallback chains whose internals are DEL-03-03 scope. Boundary drawn at route-level vs. internal mapping.
v3.1,DEP-03-07-017,PKG-03,DEL-03-07,Harness API Baseline in Frontend Runtime,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,DOCUMENT,,,,CONTRACT.md Binding Invariants,docs/CONTRACT.md,DEL-03-07 route implementations must comply with binding invariants K-GHOST-1 (no ghost inputs) and K-INVENT-1 (unknown values become TBD). These are explicit constraints on route handler behavior.,Specification.md,Standards table; Datasheet > Conditions,"K-GHOST-1 No ghost inputs; K-INVENT-1 Unknown values become TBD not guessed",EXPLICIT,TBD,TBD,SATISFIED,HIGH,EXTRACTED,2026-02-22,2026-02-24,ACTIVE,FACT. Specification Standards table lists K-GHOST-1 and K-INVENT-1 as applicable. Datasheet Conditions cites K-GHOST-1 for filesystem-as-state constraint. These are binding invariants that constrain route handler implementation.
v3.1,DEP-03-07-018,PKG-03,DEL-03-07,Harness API Baseline in Frontend Runtime,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-03,DEL-03-02,,Turn Execution API + SSE Streaming,,DEL-03-07 turn route handler consumes IAgentSdkEventMapper module implementation from DEL-03-02 to map SDK messages to UI events for SSE streaming. Baseline may stub this dependency; stub replacement path defined in Guidance E-003.,Guidance.md,E-003 stub replacement table; Considerations > C2; Procedure > Step 5,"IAgentSdkEventMapper stub -> DEL-03-02 (Turn Execution API + SSE Streaming)",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-22,2026-02-24,ACTIVE,FACT. Guidance E-003 explicitly lists IAgentSdkEventMapper stub replacement from DEL-03-02. Guidance C2 states DEL-03-02 owns SDK message mapping. Distinct from DEP-03-07-010 which captures the downstream handover of the route surface; this captures the upstream module interface dependency.
