RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes
v3.1,DEP-06-01-001,PKG-06,DEL-06-01,Agent Instruction Suite Structural Conformance,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,,SOW-031,execution/_Decomposition/ChiralityApp_SoftwareDecomposition_2026-02-21_G7-APPROVED.md,DEL-06-01 implements scope item SOW-031: Maintain agent instruction suite conformance to AGENT_HELPS_HUMANS.md,Datasheet.md,Datasheet.md > Identification > Scope Coverage,Scope Coverage: SOW-031,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. SOW-031 confirmed in decomposition Scope Ledger mapped to PKG-06/DEL-06-01.
v3.1,DEP-06-01-002,PKG-06,DEL-06-01,Agent Instruction Suite Structural Conformance,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,OBJ-006,execution/_Decomposition/ChiralityApp_SoftwareDecomposition_2026-02-21_G7-APPROVED.md,DEL-06-01 supports OBJ-006: Validation posture and governance/agent-suite conformance enable repeatable operation,Datasheet.md,Datasheet.md > Identification > Objective Support,"Objective Support: OBJ-006 -- ASSUMPTION (best-effort mapping via PKG-06 package grouping)",EXPLICIT,TBD,TBD,TBD,MEDIUM,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,ASSUMPTION. OBJ-006 mapping is best-effort per decomposition methodology. OBJ-006 acceptance criteria explicitly mention agent-suite HELPS_HUMANS conformance which strengthens association.
v3.1,DEP-06-01-003,PKG-06,DEL-06-01,Agent Instruction Suite Structural Conformance,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,K-WRITE-1,docs/CONTRACT.md,DEL-06-01 enforces contract invariant K-WRITE-1: every agent has explicit write scope declared,Specification.md,Specification.md > Requirements > REQ-07,Every agent MUST have an explicit WRITE_SCOPE declared in its Agent Type table,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. K-WRITE-1 is explicitly cited as governing invariant in Datasheet Conditions and Specification REQ-07.
v3.1,DEP-06-01-004,PKG-06,DEL-06-01,Agent Instruction Suite Structural Conformance,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,SPEC.md Section 9,docs/SPEC.md,DEL-06-01 conforms agent files to SPEC.md Section 9 Agent Instruction File Structure requirements,Specification.md,Specification.md > Requirements > REQ-01 through REQ-10,"All agent instruction files MUST follow the structure defined by AGENT_HELPS_HUMANS.md",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. SPEC.md Section 9 is cited as the normative specification across REQ-01 through REQ-10.
v3.1,DEP-06-01-005,PKG-06,DEL-06-01,Agent Instruction Suite Structural Conformance,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DOCUMENT,,,,AGENT_HELPS_HUMANS.md (v1.1),agents/AGENT_HELPS_HUMANS.md,AGENT_HELPS_HUMANS.md is the canonical conformance target standard required before conformance edits can proceed,Procedure.md,Procedure.md > Prerequisites > Row 1,AGENT_HELPS_HUMANS.md (v1.1) is accessible at agents/AGENT_HELPS_HUMANS.md,EXPLICIT,TBD,TBD,SATISFIED,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Procedure prerequisite. Status listed as Available in Procedure.
v3.1,DEP-06-01-006,PKG-06,DEL-06-01,Agent Instruction Suite Structural Conformance,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DOCUMENT,,,,docs/SPEC.md Section 9,docs/SPEC.md,SPEC.md Section 9 defines agent instruction file structure specification required for conformance checking,Procedure.md,Procedure.md > Prerequisites > Row 2,docs/SPEC.md Section 9 is accessible,EXPLICIT,TBD,TBD,SATISFIED,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Procedure prerequisite. Status listed as Available in Procedure.
v3.1,DEP-06-01-007,PKG-06,DEL-06-01,Agent Instruction Suite Structural Conformance,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,DOCUMENT,,,,docs/CONTRACT.md (K-WRITE-1),docs/CONTRACT.md,CONTRACT.md K-WRITE-1 invariant constrains write scope declarations that must be enforced during conformance edits,Procedure.md,Procedure.md > Prerequisites > Row 3,docs/CONTRACT.md is accessible (for K-WRITE-1 reference),EXPLICIT,TBD,TBD,SATISFIED,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Procedure prerequisite and governing constraint. Status listed as Available in Procedure.
v3.1,DEP-06-01-008,PKG-06,DEL-06-01,Agent Instruction Suite Structural Conformance,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DOCUMENT,,,,AGENTS.md,AGENTS.md,AGENTS.md provides agent framework index and classification cross-reference required for REQ-09 verification,Procedure.md,Procedure.md > Prerequisites > Row 4,AGENTS.md is accessible (for classification cross-reference),EXPLICIT,TBD,TBD,SATISFIED,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Procedure prerequisite. Required for AGENT_CLASS cross-reference (REQ-09 and Step 5).
v3.1,DEP-06-01-009,PKG-06,DEL-06-01,Agent Instruction Suite Structural Conformance,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DOCUMENT,,,,AGENT_AUDIT_AGENTS.md,agents/AGENT_AUDIT_AGENTS.md,AGENT_AUDIT_AGENTS.md provides the conformance rubric used as verification tool for pre-edit and post-edit audit,Datasheet.md,Datasheet.md > Construction > Audit Tool,AGENT_AUDIT_AGENTS.md provides the conformance rubric,EXPLICIT,TBD,TBD,SATISFIED,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Referenced as audit tool in Datasheet Construction and verification mechanism in Procedure Steps 2 and 6.
v3.1,DEP-06-01-010,PKG-06,DEL-06-01,Agent Instruction Suite Structural Conformance,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DOCUMENT,,,,AGENTS.md (Full Agent Type Table),AGENTS.md,If classification values are corrected during conformance work the AGENTS.md Full Agent Type Table must be updated to match,Procedure.md,Procedure.md > Steps > Step 7,"If any classification values were corrected during conformance work, update the AGENTS.md Full Agent Type Table to match",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Procedure Step 7 explicitly states conditional downstream update to AGENTS.md.
