RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes
v3.1,DEP-03-04-001,PKG-03,DEL-03-04,Subagent Governance Fail-Closed Enforcement,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,,SOW-012,Decomposition Scope Ledger,DEL-03-04 implements scope item SOW-012: Subagent governance fail-closed rule,Datasheet.md,Datasheet.md > Identification > Scope Coverage,"Scope Coverage: SOW-012",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Confirmed in decomposition scope ledger (SOW-012 maps to PKG-03 / DEL-03-04).
v3.1,DEP-03-04-002,PKG-03,DEL-03-04,Subagent Governance Fail-Closed Enforcement,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,OBJ-002,Decomposition Objectives,DEL-03-04 supports objective OBJ-002: Harness runtime correctness including fail-closed governance,Datasheet.md,Datasheet.md > Identification > Supports Objectives,"Supports Objectives: OBJ-002",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Confirmed in decomposition objectives and scope ledger.
v3.1,DEP-03-04-003,PKG-03,DEL-03-04,Subagent Governance Fail-Closed Enforcement,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,K-SEAL-1,docs/CONTRACT.md,DEL-03-04 enforces K-SEAL-1: no Type 2 execution before context is sealed and gate-approved,Specification.md,Specification.md > REQ-04 > Rationale,"Enforces K-SEAL-1 (no Type 2 agent execution before context is sealed and gate-approved by a human)",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. K-SEAL-1 cited in Datasheet References and Specification REQ-04 rationale.
v3.1,DEP-03-04-004,PKG-03,DEL-03-04,Subagent Governance Fail-Closed Enforcement,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,K-AUTH-1,docs/CONTRACT.md,DEL-03-04 enforces K-AUTH-1: only humans author binding approval records,Datasheet.md,Datasheet.md > References,"K-AUTH-1: Only humans author binding approval records",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. K-AUTH-1 consistently cited across Datasheet and Specification REQ-06.
v3.1,DEP-03-04-005,PKG-03,DEL-03-04,Subagent Governance Fail-Closed Enforcement,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,K-GHOST-1,docs/CONTRACT.md,DEL-03-04 relates to K-GHOST-1: Type 2 context limited to folder contents + declared references,Datasheet.md,Datasheet.md > References,"K-GHOST-1: Type 2 context limited to folder contents + declared references",EXPLICIT,TBD,TBD,TBD,MEDIUM,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Referenced in Datasheet. Enforcement is indirect (governance gate is a precondition for sealed-context execution).
v3.1,DEP-03-04-006,PKG-03,DEL-03-04,Subagent Governance Fail-Closed Enforcement,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,K-WRITE-1,docs/CONTRACT.md,DEL-03-04 relates to K-WRITE-1: every agent has explicit write scope,Datasheet.md,Datasheet.md > References,"K-WRITE-1: Every agent has explicit write scope",EXPLICIT,TBD,TBD,TBD,MEDIUM,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Referenced in Datasheet. Governance gate is precondition for subagent injection which must respect write scope.
v3.1,DEP-03-04-007,PKG-03,DEL-03-04,Subagent Governance Fail-Closed Enforcement,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-03,DEL-03-01,,Working Root Binding & Session Boot,,DEL-03-04 requires the session/turn runtime scaffolding provided by DEL-03-01,Procedure.md,Procedure.md > Prerequisites,"DEL-03-01 and DEL-03-02 provide the runtime scaffolding in which the governance gate operates",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Procedure Prerequisites explicitly state DEL-03-01 provides runtime scaffolding.
v3.1,DEP-03-04-008,PKG-03,DEL-03-04,Subagent Governance Fail-Closed Enforcement,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-03,DEL-03-02,,Turn Execution API + SSE Streaming,,DEL-03-04 requires the turn execution path provided by DEL-03-02,Procedure.md,Procedure.md > Prerequisites,"DEL-03-01 and DEL-03-02 provide the runtime scaffolding in which the governance gate operates",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Procedure Prerequisites and Specification Excluded section both cite DEL-03-02.
v3.1,DEP-03-04-009,PKG-03,DEL-03-04,Subagent Governance Fail-Closed Enforcement,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-03,DEL-03-03,,Turn Options Mapping & Fallback Chains,,DEL-03-04 requires opts.subagentGovernance to be accessible via DEL-03-03 opts mapping,Guidance.md,Guidance.md > Considerations > Relationship to DEL-03-03,"DEL-03-03 makes opts.subagentGovernance available; DEL-03-04 evaluates it",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Explicit data handoff: DEL-03-03 provides opts parsing that makes governance metadata available to DEL-03-04.
v3.1,DEP-03-04-010,PKG-03,DEL-03-04,Subagent Governance Fail-Closed Enforcement,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,INTERFACE,DELIVERABLE,PKG-02,DEL-02-03,,Operator Toolkit Panel & Local Presets (Non-authoritative),,DEL-03-04 enforces that UI-supplied governance metadata from DEL-02-03 cannot bypass runtime gates (REQ-10),Specification.md,Specification.md > REQ-10,"Supplying opts.subagentGovernance via the UI MUST NOT bypass runtime gate logic",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. REQ-10 explicitly defines the enforcement boundary between runtime (DEL-03-04) and UI (DEL-02-03).
