RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes
v3.1,DEP-03-01-001,PKG-03,DEL-03-01,Working Root Binding & Session Boot,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,PKG-03,,PKG-03,Harness Runtime Core,,DEL-03-01 is defined under PKG-03 Harness Runtime Core in the software decomposition.,Datasheet.md,Identification > Package,Package: PKG-03 Harness Runtime Core,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Parent anchor to PKG-03 confirmed via decomposition Deliverables table.
v3.1,DEP-03-01-002,PKG-03,DEL-03-01,Working Root Binding & Session Boot,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,SOW-003,SOW-003: Working Root selection and filesystem-as-state,,DEL-03-01 covers SOW-003: The app lets a user select a local Working Root and run Chirality against that folder.,Datasheet.md,Identification > Scope Coverage,"Scope Coverage: SOW-003, SOW-004",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Explicit scope assignment in decomposition and Datasheet.
v3.1,DEP-03-01-003,PKG-03,DEL-03-01,Working Root Binding & Session Boot,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,SOW-004,SOW-004: Session boot and turn execution APIs,,DEL-03-01 covers SOW-004: Implement/maintain session boot and turn execution APIs (session boot portion).,Datasheet.md,Identification > Scope Coverage,"Scope Coverage: SOW-003, SOW-004",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Explicit scope assignment in decomposition and Datasheet.
v3.1,DEP-03-01-004,PKG-03,DEL-03-01,Working Root Binding & Session Boot,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-001,OBJ-001: Working macOS desktop build and install path,,DEL-03-01 supports OBJ-001: Working macOS desktop build requiring user to select working directory and begin using harness.,Datasheet.md,Identification > Objectives,"Objectives: OBJ-001, OBJ-002",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Explicit objective assignment in decomposition and Datasheet.
v3.1,DEP-03-01-005,PKG-03,DEL-03-01,Working Root Binding & Session Boot,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-002,OBJ-002: Harness runtime correctness,,DEL-03-01 supports OBJ-002: Harness runtime supports session boot with correct option parsing and initialization.,Datasheet.md,Identification > Objectives,"Objectives: OBJ-001, OBJ-002",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Explicit objective assignment in decomposition and Datasheet.
v3.1,DEP-03-01-006,PKG-03,DEL-03-01,Working Root Binding & Session Boot,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,PREREQUISITE,DELIVERABLE,PKG-03,DEL-03-02,,DEL-03-02: Turn Execution API + SSE Streaming,,Session boot is a prerequisite for turn execution. DEL-03-02 depends on a successfully booted session to execute turns.,Guidance.md,Considerations > C4: Relationship to DEL-03-02,Session boot is a prerequisite for turn execution. DEL-03-02 depends on a successfully booted session,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Guidance C4 explicitly states the prerequisite relationship and the interface contract (boot produces session record with claudeSessionId consumed by turn execution).
v3.1,DEP-03-01-007,PKG-03,DEL-03-01,Working Root Binding & Session Boot,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,INTERFACE,DELIVERABLE,PKG-03,DEL-03-03,,DEL-03-03: Turn Options Mapping & Fallback Chains,,DEL-03-01 covers the boot-time opts subset; DEL-03-03 covers the full runtime opts mapping during turn execution. Boot-time resolved opts feed into DEL-03-03 domain.,Guidance.md,Considerations > C5: Relationship to DEL-03-03,This deliverable covers the boot-time subset; full runtime mapping during turn execution is DEL-03-03's responsibility,EXPLICIT,TBD,TBD,TBD,MEDIUM,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Guidance C5 describes the interface boundary between boot-time opts (DEL-03-01) and full opts mapping (DEL-03-03).
v3.1,DEP-03-01-008,PKG-03,DEL-03-01,Working Root Binding & Session Boot,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,DELIVERABLE,PKG-05,DEL-05-01,,DEL-05-01: Instruction Root Bundling & Runtime Access,,Session boot must correctly resolve Instruction Root for persona/prompt construction. DEL-05-01 defines the Instruction Root bundling contract that constrains this deliverable.,Specification.md,Requirements > REQ-09: Instruction Root vs Working Root Separation,SOW-013 (covered by DEL-05-01 but constrains this deliverable's implementation),EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. REQ-09 explicitly states DEL-05-01 constrains this deliverable. Boot sequence must resolve Instruction Root per DEL-05-01 contract.
v3.1,DEP-03-01-009,PKG-03,DEL-03-01,Working Root Binding & Session Boot,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-03,DEL-03-05,,DEL-03-05: Anthropic Provider Integration & Key Provisioning Contract,,Boot sequence executes a bootstrap turn via AgentSdkManager which requires Anthropic SDK integration. DEL-03-05 covers provider integration and key provisioning required before boot can call the SDK.,Specification.md,Requirements > REQ-05: Boot Initialization Sequence,Execute a bootstrap turn via AgentSdkManager,EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. REQ-05 step 3 requires AgentSdkManager to execute a bootstrap turn via the Anthropic SDK. DEL-03-05 covers the provider integration contract.  HUMAN_RULING_2026-02-22: Reclassified from PREREQUISITE to INTERFACE to break hard SCC; bootstrap/provider integration may proceed via staged contract-first development.
v3.1,DEP-03-01-010,PKG-03,DEL-03-01,Working Root Binding & Session Boot,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DOCUMENT,,,SPEC-9.8,SPEC Section 9.8: Harness turn input contract,docs/SPEC.md,Session boot API contract and opts mapping are normatively defined in SPEC Section 9.8. Required input for implementation.,Datasheet.md,References,SPEC Section 9.8: Harness turn input contract including session boot,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Multiple requirements (REQ-04 through REQ-06) cite SPEC Section 9.8 as normative source for boot API and opts chains.
v3.1,DEP-03-01-011,PKG-03,DEL-03-01,Working Root Binding & Session Boot,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,DOCUMENT,,,DIRECTIVE-2,DIRECTIVE Section 2: Design philosophy,docs/DIRECTIVE.md,Filesystem-as-state constraint and instruction/working root separation are binding design constraints from DIRECTIVE.,Specification.md,Requirements > REQ-01; REQ-07; REQ-09,DIRECTIVE Section 2.1; filesystem-as-state; instruction root vs working root,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. DIRECTIVE Section 2 is cited as source for REQ-01 (filesystem-as-state) and REQ-09 (root separation).
v3.1,DEP-03-01-012,PKG-03,DEL-03-01,Working Root Binding & Session Boot,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,DOCUMENT,,,CONTRACT-K,CONTRACT invariant catalog (K-GHOST-1; K-STATUS-1),docs/CONTRACT.md,K-GHOST-1 (no ghost inputs) and K-STATUS-1 (lifecycle) are binding invariants constraining session implementation.,Datasheet.md,Conditions > Filesystem-as-state,Session data stored as plain files; no external database; K-GHOST-1,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. CONTRACT invariants K-GHOST-1 and K-STATUS-1 are explicitly cited as binding constraints in Datasheet and Specification.
v3.1,DEP-03-01-013,PKG-03,DEL-03-01,Working Root Binding & Session Boot,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DOCUMENT,,,HARNESS-ARCH,Harness Architecture Graphs & Sequence,docs/harness/chirality_harness_graphs_and_sequence.md,Module dependency graph and session boot sequence diagram define the boot sequence that this deliverable must implement.,Datasheet.md,References,"Module dependency graph, session boot sequence diagram",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Architecture document provides the boot sequence definition (steps 94-99) and module graph that REQ-05 implements.
v3.1,DEP-03-01-014,PKG-03,DEL-03-01,Working Root Binding & Session Boot,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,EXTERNAL,,,ANTHROPIC-SDK,Anthropic Agent SDK,location TBD,Boot sequence requires Anthropic Agent SDK for bootstrap turn execution (AgentSdkManager.startTurn/query). SDK documentation is external and not yet accessed.,Specification.md,Standards > Anthropic Agent SDK,SDK documentation is external and has not been accessed,EXPLICIT,TBD,TBD,TBD,MEDIUM,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Specification Standards table and Procedure prerequisites explicitly identify Anthropic Agent SDK as required external dependency. Location TBD per Specification note.
