RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes
v3.1,DEP-08-07-001,PKG-08,DEL-08-07,Staleness Propagation + Triage Tooling,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,,SOW-038,Decomposition Scope Ledger,DEL-08-07 implements scope item SOW-038 (staleness propagation + triage tooling),Datasheet.md,Datasheet.md > Identification > Scope Item,"Scope Item: SOW-038 (TBD)",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. SOW-038 InOutStatus is TBD; scope contingent on OI-038 resolution.
v3.1,DEP-08-07-002,PKG-08,DEL-08-07,Staleness Propagation + Triage Tooling,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,,OBJ-007,Decomposition Objectives,DEL-08-07 supports objective OBJ-007 (Optional: integrity hardening loop),Datasheet.md,Datasheet.md > Identification > Objective,"Objective: OBJ-007 -- Optional: integrity hardening loop",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,"FACT. Confirmed in decomposition: DEL-08-07 SupportsObjectives = OBJ-007. [WARNING] AMBIGUOUS_ANCHOR: two IMPLEMENTS_NODE rows emitted (SOW-038 and OBJ-007); both are explicitly stated in source. Downstream consumers should treat SOW-038 as the primary scope anchor and OBJ-007 as the objective anchor."
v3.1,DEP-08-07-003,PKG-08,DEL-08-07,Staleness Propagation + Triage Tooling,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,K-STALE-1,docs/CONTRACT.md,DEL-08-07 traces to CONTRACT invariant K-STALE-1 (transitive staleness propagation),Specification.md,Specification.md > Requirements > REQ-02,"CONTRACT K-STALE-1: Upstream changes propagate staleness to all transitive dependent deliverables",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. K-STALE-1 governs the core propagation algorithm.
v3.1,DEP-08-07-004,PKG-08,DEL-08-07,Staleness Propagation + Triage Tooling,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,K-STALE-2,docs/CONTRACT.md,DEL-08-07 traces to CONTRACT invariant K-STALE-2 (human triage requirement),Specification.md,Specification.md > Requirements > REQ-03,"CONTRACT K-STALE-2: Stale items must be triaged by a human",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. K-STALE-2 governs the triage requirement.
v3.1,DEP-08-07-005,PKG-08,DEL-08-07,Staleness Propagation + Triage Tooling,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,K-VAL-1,docs/CONTRACT.md,DEL-08-07 traces to CONTRACT invariant K-VAL-1 (dirty detection definition),Specification.md,Specification.md > Requirements > REQ-01,"CONTRACT K-VAL-1: A deliverable is dirty if any governed input has changed since its last approved SHA",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. K-VAL-1 governs the dirty detection logic.
v3.1,DEP-08-07-006,PKG-08,DEL-08-07,Staleness Propagation + Triage Tooling,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,K-DEP-1,docs/CONTRACT.md,DEL-08-07 traces to CONTRACT invariant K-DEP-1 (no central graph; on-demand aggregation),Datasheet.md,Datasheet.md > Conditions > No Central Graph,"System intentionally avoids a central dependency graph; aggregation is on-demand from local registers",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Constrains graph architecture to on-demand aggregation.
v3.1,DEP-08-07-007,PKG-08,DEL-08-07,Staleness Propagation + Triage Tooling,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,K-GHOST-1,docs/CONTRACT.md,DEL-08-07 traces to CONTRACT invariant K-GHOST-1 (no ghost inputs),Specification.md,Specification.md > Requirements > REQ-06,"The staleness calculation MUST operate only on declared accessible inputs",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. No undeclared data sources permitted.
v3.1,DEP-08-07-008,PKG-08,DEL-08-07,Staleness Propagation + Triage Tooling,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,K-AUTH-1,docs/CONTRACT.md,DEL-08-07 traces to CONTRACT invariant K-AUTH-1 (human-only approval authority),Specification.md,Specification.md > Requirements > REQ-09,"The tooling MUST NOT automatically resolve staleness. All triage decisions are human authority.",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Human authority preserved for triage decisions.
v3.1,DEP-08-07-009,PKG-08,DEL-08-07,Staleness Propagation + Triage Tooling,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,K-SNAP-1,docs/CONTRACT.md,DEL-08-07 traces to CONTRACT invariant K-SNAP-1 (immutable snapshot outputs),Specification.md,Specification.md > Requirements > REQ-05,"If outputs are written to a tool root they MUST follow immutable snapshot conventions per CONTRACT K-SNAP-1",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Applies if staleness output goes to a tool root.
v3.1,DEP-08-07-010,PKG-08,DEL-08-07,Staleness Propagation + Triage Tooling,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-08,DEL-08-04,,On-demand Dependency Graph Generator,Decomposition DEL-08-04,DEL-08-07 requires the project-level dependency graph artifact produced by DEL-08-04 as a primary input for staleness propagation traversal,Specification.md,Specification.md > Requirements > REQ-07,"The tooling MUST consume the project-level dependency graph produced by DEL-08-04",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Blocking prerequisite. DEL-08-04 output format is TBD; this deliverable cannot be implemented until DEL-08-04 format stabilizes. OI-035 (SOW-035 scope decision) must also be resolved.
