RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes
v3.1,DEP-03-06-001,PKG-03,DEL-03-06,Outbound Network Guardrails (Anthropic-only) + Verification,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,,PKG-03 — Harness Runtime Core,execution/_Decomposition/ChiralityApp_SoftwareDecomposition_2026-02-21_G7-APPROVED.md,DEL-03-06 is a deliverable within PKG-03 Harness Runtime Core implementing Anthropic-only outbound network policy.,Datasheet.md,Identification table > Package,Package: PKG-03 — Harness Runtime Core,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Parent anchor to PKG-03 confirmed in decomposition Deliverables table.
v3.1,DEP-03-06-002,PKG-03,DEL-03-06,Outbound Network Guardrails (Anthropic-only) + Verification,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,SOW-006,SOW-006 — Harness runtime responsibilities,execution/_Decomposition/ChiralityApp_SoftwareDecomposition_2026-02-21_G7-APPROVED.md,DEL-03-06 covers scope item SOW-006 (harness runtime responsibilities including tool calling permissions and event streaming).,Datasheet.md,Identification table > Scope Coverage,Scope Coverage: SOW-006,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Confirmed in decomposition Scope Ledger: SOW-006 maps to DEL-03-02 + DEL-03-05 + DEL-03-06.
v3.1,DEP-03-06-003,PKG-03,DEL-03-06,Outbound Network Guardrails (Anthropic-only) + Verification,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-002,OBJ-002 — Harness runtime correctness + Anthropic-only outbound,execution/_Decomposition/ChiralityApp_SoftwareDecomposition_2026-02-21_G7-APPROVED.md,DEL-03-06 supports OBJ-002 (harness runtime correctness including Anthropic-only outbound network policy).,Datasheet.md,Identification table > Supported Objectives,Supported Objectives: OBJ-002,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. OBJ-002 acceptance includes: Outbound network connections limited to Anthropic API only.
v3.1,DEP-03-06-004,PKG-03,DEL-03-06,Outbound Network Guardrails (Anthropic-only) + Verification,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-006,OBJ-006 — Validation posture and governance/agent-suite conformance,execution/_Decomposition/ChiralityApp_SoftwareDecomposition_2026-02-21_G7-APPROVED.md,DEL-03-06 supports OBJ-006 (validation posture and repeatable operation).,Datasheet.md,Identification table > Supported Objectives,Supported Objectives: OBJ-006,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Confirmed in decomposition Deliverables table: SupportsObjectives includes OBJ-006.
v3.1,DEP-03-06-005,PKG-03,DEL-03-06,Outbound Network Guardrails (Anthropic-only) + Verification,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,DEC-NET-001,DEC-NET-001 — Anthropic-only outbound network ruling,,DEL-03-06 implements the policy established by DEC-NET-001 (outbound internet access permitted only for Anthropic API calls).,Specification.md,Scope > Included,Source: Decomposition DEL-03-06; DEC-NET-001; SOW-006,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. DEC-NET-001 is the primary policy decision. Human ruling at Gate 3.
v3.1,DEP-03-06-006,PKG-03,DEL-03-06,Outbound Network Guardrails (Anthropic-only) + Verification,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OI-002,OI-002 — Enforcement + verification method for Anthropic-only outbound,execution/_Decomposition/ChiralityApp_SoftwareDecomposition_2026-02-21_G7-APPROVED.md,DEL-03-06 depends on the resolution of OI-002 for enforcement mechanism and proof standard selection.,Specification.md,REQ-NET-005 > Status,Status: TBD -- human ruling required to select enforcement mechanism,EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. OI-002 is the central blocking open issue. Resolution determines enforcement mechanism and proof standard.
v3.1,DEP-03-06-007,PKG-03,DEL-03-06,Outbound Network Guardrails (Anthropic-only) + Verification,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-03,DEL-03-05,,DEL-03-05 — Anthropic Provider Integration & Key Provisioning Contract,,DEL-03-06 requires DEL-03-05 to be sufficiently progressed to know which Anthropic API endpoints are called; domain list must be confirmed.,Procedure.md,Prerequisites table > #6,DEL-03-05 sufficiently progressed to know which endpoints are called,EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Procedure Prerequisite #6 and Step 2.3 both state this explicitly. Guidance C5 details the coordination protocol.
v3.1,DEP-03-06-008,PKG-03,DEL-03-06,Outbound Network Guardrails (Anthropic-only) + Verification,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-03,DEL-03-05,,DEL-03-05 — Anthropic Provider Integration (domain list interface),,Bidirectional interface: DEL-03-05 provides endpoint information that DEL-03-06 uses to build the allowlist; DEL-03-06 provides the permitted domain list that DEL-03-05 usage is validated against.,Guidance.md,Considerations > C5,DEL-03-06 provides the permitted domain list. DEL-03-05 uses that domain list.,EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Guidance C5 describes coordination protocol with domain list sync and conflict resolution aspects.
v3.1,DEP-03-06-009,PKG-03,DEL-03-06,Outbound Network Guardrails (Anthropic-only) + Verification,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,REQUIREMENT,,,OI-002,OI-002 — Human ruling on enforcement mechanism + proof standard,,OI-002 resolution is the central blocking constraint for enforcement (REQ-NET-005) and verification (REQ-NET-006). Steps 4-5 cannot proceed until resolved.,Procedure.md,Prerequisites table > #2,required before Steps 4-5 can proceed,EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Specification REQ-NET-005 A-002 states: OI-002 resolution is the central blocking dependency.
v3.1,DEP-03-06-010,PKG-03,DEL-03-06,Outbound Network Guardrails (Anthropic-only) + Verification,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DOCUMENT,,,,,location TBD,Anthropic API endpoint domain list (canonical) is required as input to define the allowlist (REQ-NET-007).,Procedure.md,Prerequisites table > #3,Anthropic API endpoint domain list (canonical),EXPLICIT,TBD,TBD,PENDING,MEDIUM,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Procedure Prerequisite #3. Source is either Anthropic documentation or DEL-03-05. Location TBD per Specification Standards table.
