RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes
v3.1,DEP-08-05-001,PKG-08,DEL-08-05,Deliverable-level Lock Mechanism,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,PKG-08,,SOW-036,SOW-036: Formalize a deliverable-level lock mechanism for concurrent task execution,,DEL-08-05 implements scope item SOW-036 which covers formalizing a deliverable-level lock mechanism for concurrent task execution.,Datasheet.md,Datasheet > Identification > Scope Coverage,"Scope Coverage: SOW-036",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Confirmed in Decomposition Scope Ledger: SOW-036 -> PKG-08 -> DEL-08-05.
v3.1,DEP-08-05-002,PKG-08,DEL-08-05,Deliverable-level Lock Mechanism,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-007,OBJ-007: Optional integrity hardening loop,,DEL-08-05 supports OBJ-007 (Optional: integrity hardening loop) via PKG-08 package grouping.,Datasheet.md,Datasheet > Identification > Supports Objectives,"Supports Objectives: OBJ-007 -- ASSUMPTION (best-effort mapping via PKG-08 package grouping)",EXPLICIT,TBD,TBD,TBD,MEDIUM,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,ASSUMPTION. Best-effort mapping via PKG-08 grouping; human confirmation needed (Lensing C-001). Confirmed in Decomposition: SOW-036 -> OBJ-007.
v3.1,DEP-08-05-003,PKG-08,DEL-08-05,Deliverable-level Lock Mechanism,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,K-WRITE-1,K-WRITE-1: Agent write scope enforcement,docs/CONTRACT.md,Lock mechanism must respect agent write-scope boundaries; lock file placement must comply with deliverable-local write scope.,Specification.md,Specification > REQ-LOCK-008,"The lock mechanism MUST NOT require any agent to write outside its declared write scope (K-WRITE-1).",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Explicit traceability in Specification REQ-LOCK-008 and Datasheet Conditions.
v3.1,DEP-08-05-004,PKG-08,DEL-08-05,Deliverable-level Lock Mechanism,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,K-STATUS-1,K-STATUS-1: Lifecycle state authority,docs/CONTRACT.md,Lock state must be independent of _STATUS.md lifecycle state (lifecycle orthogonality).,Specification.md,Specification > REQ-LOCK-009,"Lock state MUST be independent of _STATUS.md lifecycle state.",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Explicit traceability in Specification REQ-LOCK-009 and Datasheet Conditions.
v3.1,DEP-08-05-005,PKG-08,DEL-08-05,Deliverable-level Lock Mechanism,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,K-GHOST-1,K-GHOST-1: No ghost inputs,docs/CONTRACT.md,Lock file must not introduce information that agents treat as execution context beyond concurrency control.,Specification.md,Specification > REQ-LOCK-010,"The lock file MUST NOT introduce information that agents treat as execution context beyond the lock's concurrency-control purpose.",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Explicit traceability in Specification REQ-LOCK-010.
v3.1,DEP-08-05-006,PKG-08,DEL-08-05,Deliverable-level Lock Mechanism,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,EXTERNAL,,,OI-036,OI-036: Scope decision for SOW-036,,SOW-036 is TBD; deliverable cannot proceed to full implementation until scope is flipped IN by human decision (OI-036).,Datasheet.md,Datasheet > Identification > Scope Item Status,"scaffold pending SOW-036 IN decision (OI-036). This deliverable cannot proceed to full implementation until scope is flipped IN.",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Explicit gate: OI-036 resolution required before full implementation. Also confirmed in Specification Precondition and Procedure Part A Step 1.
v3.1,DEP-08-05-007,PKG-08,DEL-08-05,Deliverable-level Lock Mechanism,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DOCUMENT,,,PLAN-3.5,docs/PLAN.md Section 3.5,docs/PLAN.md,Lock mechanism intent and requirements originate from PLAN Section 3.5 (lock mechanism intent and effort estimate and sequencing position).,Datasheet.md,Datasheet > References,"docs/PLAN.md Section 3.5: Lock mechanism intent, effort estimate, and sequencing position",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Primary source of lock mechanism requirements and design intent.
v3.1,DEP-08-05-008,PKG-08,DEL-08-05,Deliverable-level Lock Mechanism,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DOCUMENT,,,CONTRACT,docs/CONTRACT.md,docs/CONTRACT.md,Lock mechanism must comply with CONTRACT.md invariants (K-WRITE-1 K-STATUS-1 K-GHOST-1 K-SEAL-1) governing write scope and lifecycle state.,Datasheet.md,Datasheet > References,"docs/CONTRACT.md: Invariants governing write scope (K-WRITE-1), status (K-STATUS-1), sealed context (K-SEAL-1), no ghost inputs (K-GHOST-1)",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Multiple invariants from CONTRACT.md are binding constraints on lock mechanism design.
v3.1,DEP-08-05-009,PKG-08,DEL-08-05,Deliverable-level Lock Mechanism,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DOCUMENT,,,DIRECTIVE-2.1-5,docs/DIRECTIVE.md Sections 2.1 and 5,docs/DIRECTIVE.md,Filesystem-is-database constraint and no external DB requirement are binding constraints on lock implementation.,Datasheet.md,Datasheet > Conditions,"Lock must use filesystem only; no external services or databases (DIRECTIVE Section 5)",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Explicit constraint from DIRECTIVE governing lock state storage mechanism.
v3.1,DEP-08-05-010,PKG-08,DEL-08-05,Deliverable-level Lock Mechanism,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DOCUMENT,,,SPEC-2-3,docs/SPEC.md Sections 2 and 3,docs/SPEC.md,Lock file placement must be consistent with deliverable folder layout (Section 2) and lock must not conflict with _STATUS.md lifecycle (Section 3).,Datasheet.md,Datasheet > References,"docs/SPEC.md Section 2: Deliverable folder layout; Section 3: _STATUS.md lifecycle",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. SPEC defines folder layout and lifecycle rules that constrain lock file placement and behavior.
