RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes
v3.1,DEP-06-02-001,PKG-06,DEL-06-02,Local Deliverable Workflow Agents,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,,PKG-06 Agent Suite & Governance,,DEL-06-02 is a deliverable within PKG-06 Agent Suite & Governance covering SOW-017 and SOW-019.,_CONTEXT.md,_CONTEXT.md > PackageID,,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Parent anchor to PKG-06. Confirmed in decomposition DEL-06-02 entry under PKG-06.
v3.1,DEP-06-02-002,PKG-06,DEL-06-02,Local Deliverable Workflow Agents,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,SOW-017,SOW-017: Workspace scaffolding + document kit drafting via agents,,DEL-06-02 covers SOW-017 (workspace scaffolding and production document set drafting via the agent framework).,Datasheet.md,Datasheet.md > Identification > Scope Items,"Scope Items: SOW-017, SOW-019",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Confirmed in decomposition scope ledger: SOW-017 maps to PKG-06 / DEL-06-02.
v3.1,DEP-06-02-003,PKG-06,DEL-06-02,Local Deliverable Workflow Agents,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,SOW-019,SOW-019: Optional semantic analysis artifacts,,DEL-06-02 covers SOW-019 (optional semantic analysis artifacts).,Datasheet.md,Datasheet.md > Identification > Scope Items,"Scope Items: SOW-017, SOW-019",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Confirmed in decomposition scope ledger: SOW-019 maps to PKG-06 / DEL-06-02.
v3.1,DEP-06-02-004,PKG-06,DEL-06-02,Local Deliverable Workflow Agents,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-004,OBJ-004: Filesystem-as-state execution model is SPEC-conformant and auditable,,DEL-06-02 supports OBJ-004.,Datasheet.md,Datasheet.md > Identification > Objectives,"OBJ-004, OBJ-006 (ASSUMPTION: best-effort mapping)",EXPLICIT,TBD,TBD,TBD,MEDIUM,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,ASSUMPTION. Datasheet notes best-effort mapping via PKG-06 heuristic; confirmation pending lensing item X-001. Decomposition confirms OBJ-004 linkage for DEL-06-02.
v3.1,DEP-06-02-005,PKG-06,DEL-06-02,Local Deliverable Workflow Agents,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-006,OBJ-006: Validation posture and governance/agent-suite conformance enable repeatable operation,,DEL-06-02 supports OBJ-006.,Datasheet.md,Datasheet.md > Identification > Objectives,"OBJ-004, OBJ-006 (ASSUMPTION: best-effort mapping)",EXPLICIT,TBD,TBD,TBD,MEDIUM,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,ASSUMPTION. Datasheet notes best-effort mapping via PKG-06 heuristic; confirmation pending lensing item X-001. Decomposition confirms OBJ-006 linkage for DEL-06-02.
v3.1,DEP-06-02-006,PKG-06,DEL-06-02,Local Deliverable Workflow Agents,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-06,DEL-06-01,,DEL-06-01 Agent Instruction Suite Structural Conformance,,If DEL-06-01 identifies structural non-conformance in workflow agent instructions those findings are inputs to DEL-06-02 completeness assessment. Non-blocking contextual dependency.,Procedure.md,Procedure.md > Prerequisites > Upstream Dependencies,"DEL-06-01 ... non-blocking contextual dependency not a hard prerequisite",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,"FACT. Procedure explicitly states DEL-06-01 is an upstream dependency. Clarified as non-blocking: this procedure can be executed independently of DEL-06-01 completion status. Direction is UPSTREAM because DEL-06-01 findings flow INTO DEL-06-02."
v3.1,DEP-06-02-007,PKG-06,DEL-06-02,Local Deliverable Workflow Agents,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-05,DEL-05-04,,DEL-05-04 Dependency Tracking File Contract (v3.1),,Dependency extraction mechanics are covered by DEL-05-04 for file contract. DEL-06-02 only verifies that PREPARATION creates the structural container correctly.,Specification.md,Specification.md > Scope > What This Deliverable Excludes,"Dependency extraction mechanics (covered by DEL-05-04 for file contract)",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,"FACT. Specification explicitly identifies DEL-05-04 as owning the dependency file contract that DEL-06-02 relies on for structural correctness. Also referenced in Guidance.md C3."
v3.1,DEP-06-02-008,PKG-06,DEL-06-02,Local Deliverable Workflow Agents,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,INTERFACE,DELIVERABLE,PKG-06,DEL-06-03,,DEL-06-03 Cross-deliverable Workflow Support,,Cross-deliverable workflows are excluded from DEL-06-02 and covered by DEL-06-03. DEL-06-02 local workflow outputs may be consumed by cross-deliverable workflows.,Specification.md,Specification.md > Scope > What This Deliverable Excludes,"Cross-deliverable workflows (covered by DEL-06-03)",EXPLICIT,TBD,TBD,TBD,MEDIUM,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,"FACT. Specification explicitly states cross-deliverable workflows are DEL-06-03 scope. Direction is DOWNSTREAM because DEL-06-02 local workflow outputs (scaffolded deliverables) feed into cross-deliverable operations."
v3.1,DEP-06-02-009,PKG-06,DEL-06-02,Local Deliverable Workflow Agents,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DOCUMENT,,,,docs/SPEC.md,docs/SPEC.md,DEL-06-02 requires docs/SPEC.md as a primary reference for file formats folder layout lifecycle states and MUST/SHOULD/MAY file presence rules.,Procedure.md,Procedure.md > Prerequisites > Required References,"Canonical file formats folder layout lifecycle states",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,"FACT. Procedure lists docs/SPEC.md as a required reference. Multiple sections across all four source documents cite SPEC as the authority for file layout lifecycle states and presence rules."
v3.1,DEP-06-02-010,PKG-06,DEL-06-02,Local Deliverable Workflow Agents,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DOCUMENT,,,,docs/CONTRACT.md,docs/CONTRACT.md,DEL-06-02 requires docs/CONTRACT.md as a primary reference for binding invariants (K-INVENT-1 K-CONFLICT-1 K-STATUS-1 K-WRITE-1 K-GHOST-1).,Procedure.md,Procedure.md > Prerequisites > Required References,"Binding invariants",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Procedure lists docs/CONTRACT.md as required. Datasheet References table confirms relevance.
v3.1,DEP-06-02-011,PKG-06,DEL-06-02,Local Deliverable Workflow Agents,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DOCUMENT,,,,docs/TYPES.md,docs/TYPES.md,DEL-06-02 requires docs/TYPES.md for canonical vocabulary lifecycle definitions and document kit types.,Procedure.md,Procedure.md > Prerequisites > Required References,"Canonical vocabulary and lifecycle definitions",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Procedure lists docs/TYPES.md as required. Datasheet References table confirms relevance.
v3.1,DEP-06-02-012,PKG-06,DEL-06-02,Local Deliverable Workflow Agents,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DOCUMENT,,,,docs/DIRECTIVE.md,docs/DIRECTIVE.md,DEL-06-02 requires docs/DIRECTIVE.md for founding intent scope boundaries and professional responsibility.,Procedure.md,Procedure.md > Prerequisites > Required References,"Founding intent and scope",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Procedure lists docs/DIRECTIVE.md as required. Datasheet References table confirms relevance.
v3.1,DEP-06-02-013,PKG-06,DEL-06-02,Local Deliverable Workflow Agents,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DOCUMENT,,,,agents/AGENT_PREPARATION.md,agents/AGENT_PREPARATION.md,DEL-06-02 requires AGENT_PREPARATION.md as a primary input for verifying PREPARATION agent behavior against lifecycle requirements.,Procedure.md,Procedure.md > Prerequisites > Required References,"PREPARATION agent instructions",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Procedure lists as required reference. Datasheet References table confirms.
v3.1,DEP-06-02-014,PKG-06,DEL-06-02,Local Deliverable Workflow Agents,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DOCUMENT,,,,agents/AGENT_4_DOCUMENTS.md,agents/AGENT_4_DOCUMENTS.md,DEL-06-02 requires AGENT_4_DOCUMENTS.md as a primary input for verifying 4_DOCUMENTS agent behavior against lifecycle requirements.,Procedure.md,Procedure.md > Prerequisites > Required References,"4_DOCUMENTS agent instructions",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Procedure lists as required reference. Datasheet References table confirms.
v3.1,DEP-06-02-015,PKG-06,DEL-06-02,Local Deliverable Workflow Agents,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DOCUMENT,,,,agents/AGENT_CHIRALITY_FRAMEWORK.md,agents/AGENT_CHIRALITY_FRAMEWORK.md,DEL-06-02 requires AGENT_CHIRALITY_FRAMEWORK.md as a primary input for verifying CHIRALITY_FRAMEWORK agent behavior.,Procedure.md,Procedure.md > Prerequisites > Required References,"CHIRALITY_FRAMEWORK agent instructions",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Procedure lists as required reference. Datasheet References table confirms.
v3.1,DEP-06-02-016,PKG-06,DEL-06-02,Local Deliverable Workflow Agents,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DOCUMENT,,,,agents/AGENT_CHIRALITY_LENS.md,agents/AGENT_CHIRALITY_LENS.md,DEL-06-02 requires AGENT_CHIRALITY_LENS.md as a primary input for verifying CHIRALITY_LENS agent behavior.,Procedure.md,Procedure.md > Prerequisites > Required References,"CHIRALITY_LENS agent instructions",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Procedure lists as required reference. Datasheet References table confirms.
v3.1,DEP-06-02-017,PKG-06,DEL-06-02,Local Deliverable Workflow Agents,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DOCUMENT,,,,agents/AGENT_HELPS_HUMANS.md,agents/AGENT_HELPS_HUMANS.md,DEL-06-02 references AGENT_HELPS_HUMANS.md as the Type 0 standard governing all agent instruction design.,Datasheet.md,Datasheet.md > References,"Type 0 standard governing all agent instruction design",EXPLICIT,TBD,TBD,TBD,MEDIUM,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Datasheet References table lists AGENT_HELPS_HUMANS.md. Not listed as a Procedure required reference but is contextually relevant.
