RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes
v3.1,DEP-06-05-001,PKG-06,DEL-06-05,Governance Coherence + Guardrails (OUT boundaries),ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,,OBJ-006,Decomposition OBJ-006,DEL-06-05 implements OBJ-006: Validation posture and governance/agent-suite conformance enable repeatable operation.,Datasheet.md,Datasheet.md > Attributes > Objectives Supported,"OBJ-006",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Parent anchor confirmed via decomposition DEL-06-05 row and Datasheet Attributes table.
v3.1,DEP-06-05-002,PKG-06,DEL-06-05,Governance Coherence + Guardrails (OUT boundaries),ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,SOW-030,Decomposition Scope Ledger,DEL-06-05 traces to SOW-030: Maintain governance documents and their internal alignment on the core model.,Datasheet.md,Datasheet.md > Attributes > Scope Items Covered,"SOW-030",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Confirmed in Scope Ledger row SOW-030 mapping to DEL-06-05.
v3.1,DEP-06-05-003,PKG-06,DEL-06-05,Governance Coherence + Guardrails (OUT boundaries),ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,SOW-039,Decomposition Scope Ledger,DEL-06-05 traces to SOW-039: No automated approval or issuance of deliverables by agents.,Datasheet.md,Datasheet.md > Attributes > Scope Items Covered,"SOW-039",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Confirmed in Scope Ledger row SOW-039 mapping to DEL-06-05. OUT guardrail.
v3.1,DEP-06-05-004,PKG-06,DEL-06-05,Governance Coherence + Guardrails (OUT boundaries),ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,SOW-040,Decomposition Scope Ledger,DEL-06-05 traces to SOW-040: No financial transactions or binding commitments.,Datasheet.md,Datasheet.md > Attributes > Scope Items Covered,"SOW-040",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Confirmed in Scope Ledger row SOW-040 mapping to DEL-06-05. OUT guardrail.
v3.1,DEP-06-05-005,PKG-06,DEL-06-05,Governance Coherence + Guardrails (OUT boundaries),ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,SOW-041,Decomposition Scope Ledger,DEL-06-05 traces to SOW-041: No safety-critical decisions without human review.,Datasheet.md,Datasheet.md > Attributes > Scope Items Covered,"SOW-041",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Confirmed in Scope Ledger row SOW-041 mapping to DEL-06-05. OUT guardrail.
v3.1,DEP-06-05-006,PKG-06,DEL-06-05,Governance Coherence + Guardrails (OUT boundaries),ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,SOW-042,Decomposition Scope Ledger,DEL-06-05 traces to SOW-042: No replacing professional judgment in regulated practice.,Datasheet.md,Datasheet.md > Attributes > Scope Items Covered,"SOW-042",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Confirmed in Scope Ledger row SOW-042 mapping to DEL-06-05. OUT guardrail.
v3.1,DEP-06-05-007,PKG-06,DEL-06-05,Governance Coherence + Guardrails (OUT boundaries),ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,SOW-043,Decomposition Scope Ledger,DEL-06-05 traces to SOW-043: No external system integration (exception: Anthropic API per DEC-NET-001).,Datasheet.md,Datasheet.md > Attributes > Scope Items Covered,"SOW-043",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Confirmed in Scope Ledger row SOW-043 mapping to DEL-06-05. OUT guardrail with DEC-NET-001 exception.
v3.1,DEP-06-05-008,PKG-06,DEL-06-05,Governance Coherence + Guardrails (OUT boundaries),EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DOCUMENT,,,,docs/DIRECTIVE.md,docs/DIRECTIVE.md,Coherence review requires reading docs/DIRECTIVE.md for out-of-scope boundaries (Section 4.2) and professional responsibility model (Section 3).,Procedure.md,Procedure.md > Prerequisites > Governance documents accessible,"All five governance documents must be readable",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Procedure explicitly lists all five governance docs as prerequisites.
v3.1,DEP-06-05-009,PKG-06,DEL-06-05,Governance Coherence + Guardrails (OUT boundaries),EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DOCUMENT,,,,docs/CONTRACT.md,docs/CONTRACT.md,Coherence review requires reading docs/CONTRACT.md for invariant catalog (K-AUTH-1 K-SEAL-1 etc.) and enforcement map.,Procedure.md,Procedure.md > Prerequisites > Governance documents accessible,"All five governance documents must be readable",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Procedure explicitly lists all five governance docs as prerequisites.
v3.1,DEP-06-05-010,PKG-06,DEL-06-05,Governance Coherence + Guardrails (OUT boundaries),EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DOCUMENT,,,,docs/SPEC.md,docs/SPEC.md,Coherence review requires reading docs/SPEC.md for canonical filesystem structures and Section 3 lifecycle states.,Procedure.md,Procedure.md > Prerequisites > Governance documents accessible,"All five governance documents must be readable",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Procedure explicitly lists all five governance docs as prerequisites.
